relative_path,source,label,licence,commercial_eligible,provenance_reviewed,split,duration_seconds,sha256
crowd/crowd_0035.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,1.809,852f4d102c0030d32703fac281455408fd9a2dc63f919f8af1082771e009fdfa
crowd/crowd_0036.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,1.774,36e40339f8a0416219a533f2444ef448ef292bc964d7548a7a61018da4da4396
crowd/crowd_0037.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,2.088,65912d282df30454e453460d76b72e3bd3226e671f15961395d91235c23cfdf4
crowd/crowd_0038.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,1.791,580717dd4f387ef6b28ad04a5a0293ab01f37bdf9b645e1a0c6ab14d454fbd95
crowd/crowd_0039.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,1.870,9751ec6d12f65cd71853cf5091c174bb234b684442e046a1aad632c3a8db7be1
crowd/crowd_004.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,18.663,5d64e74151904a9f2807d1e1c823fd0536a4e42a51838aef683c054b512c0fb7
crowd/crowd_0040.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,5.152,6bba69039c05da6e7f9f9c4c88b42645970c7852a7d9b5984b49afc9a90ba101
crowd/crowd_0041.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,4.537,fce632d3cc45a6e7eddda567bf804edbc5299407e6dfe28fd3f5be229880e120
crowd/crowd_0042.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,3.981,583943273b66bc14dfb44f7f5503bb9c3d46b1d936278dd2457063e97ce5d6b1
crowd/crowd_0043.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,3.922,3f0e2ae7d34682f06dea6c6edc15c282589c9a7208885d3835b4ba5bfd72b22c
crowd/crowd_0044.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,4.186,d791db039988a15421b7471f9894d3fe61611d7d8c2492d9cba0de1b4ddd3b72
crowd/crowd_0045.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,4.888,8b6c177022827490d698be7b3df9015828e039d991799f1fee9f8db7dfe378ca
crowd/crowd_0046.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,5.005,5b710c8767447cec320d2b4fce84e4a0340556541a5f783e58c74edcf17be466
crowd/crowd_0047.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,4.447,96f5d52baae394b7918a9db4a654a5e0d738f4ee69f433a4ea83da0c4623f906
crowd/crowd_0048.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,5.477,bbd9847f6157a9e19def4cc1ec8ef59714e7830ac37b362b85fe37bf9d9d6e5c
crowd/crowd_0049.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,4.494,bf89f07f6bc553d78ac0d80247fc784605fb812f80b1b2f3943d8c0220e3ca6a
crowd/crowd_005.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,7.805,87b6d82cdc74db4dbd3e352822fc112f600ecb80a595c18268a389be8f8a26d4
crowd/crowd_006.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,9.803,3ed8a73c0d73489c693bd5161af0893b1aece82bcc5105d0000d52fcb4c1d5ea
crowd/crowd_007.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,8.328,378cd4cd45551e44c24e6e52f3e1402f7b91b589a103dafa17c1fc0ac11561a8
crowd/crowd_008.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,7.424,c2beacd88f07dc006f815be320c27041b67ec1dccbbe56fbc799be1d5036017b
crowd/crowd_009.wav,legacy-local-raw-unverified,crowd,UNVERIFIED,false,false,unassigned,7.947,dba03225cee64e32da353ea34dab06c0504b27131df0997f515549c1d9b7ca21
glass/1-20133-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,db6946133c37fbd4513fe932dbb71e0b077bf7d240beaed339eb6c88e48c903b
glass/1-84536-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,79efba4c0c54acadc88783e83b428fc9c430db94515b25339a6b5598e2ade0c0
glass/1-84704-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,c3e1abf0273f02b5f89e7d51cb890f3ad1575dc55fe1023650b0860b6f3abd15
glass/1-84705-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,e8cc52dd91213cd69031e10c0fe15f77230f588ececb13cc7c906c43ece32336
glass/1-85168-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,08fcf5a7656cc1c824122aba2a7dd1107130a0f9d6f3e3b73e7d06575b246ed5
glass/1-85184-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,aafacfae6a441ba21f4c76a11042726f933272709a099a54a15a905a1d65b837
glass/1-88807-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,e5c368173342c2acba450c7d3116fac74fcec86bc8dc26055c6da7ebc509d191
glass/1-977-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,67c88e07db9e2dd7a7551f0c5b99da315ce7df041f83ed57b479d8fda8fbfe27
glass/2-106881-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,e54a661c1fff8150b7c34d54da1686a18eaeaaf454394b866a251ceb68e3f886
glass/2-112213-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,a6b60fb2268d7f0ceda0ff6f798d2d51b4ceb08218b3ac5ca91980a42d9c706b
glass/2-112213-B-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,d1d705535a4506b6e7f94c8ebff688bc0aa8bc115b42e8daf13542bec4f90ac7
glass/2-141563-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,3ef4dae6a116b3d18a0f9f18d4373f0247debb168b0718eee89c0a30a38890c7
glass/2-173559-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,e60d74d17651551cb82e4fd8a542ceae3f278da1a6b4393fe9e704c786ff4125
glass/2-173607-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,55cc07864f3f8195e51bbdf10fda1601df6b5ff0d5f486a356d79b60c0beb3d6
glass/2-173618-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,9170ecdc0903514ded47782447d6f0828d752ebc9765fa0cb257f869529dd830
glass/2-250710-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,ca0b7286ded500bd1f1928ef96ad5c35704bec66a790181afeb17ec7d995dbac
glass/3-203371-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,60a600ff3e1ac00b41c60b0e3979ee8b1b46ebfcbc370523389094e4fbda415b
glass/3-203373-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,beb0605537f3fe20e98b54f19f20842d92b7a95f9408dee41e620a8955b33111
glass/3-203374-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,d2d0b97a0ad01b927a83605cd4e5cc988c4b868e1e01a4fa874563c038e16473
glass/3-203375-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,b6a987feb4855cf91f55498dcc04bee4fd0f8ed06290d451ce37a07fff230feb
glass/3-203377-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,66c6c338f75f509754b454cedae44597f70c97a44f79a3079da0183a63e34562
glass/3-216280-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,2ff2076e898eb818ee6ce5edb615126500b72f6c2fb525ea6bd411d73f8ca580
glass/3-216281-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,6f0ae114a872f560946a6a45d474f2b9e0664325ac5b236bc396723ecfbcb5ff
glass/3-216284-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,b494fb47b9afd88715976c1476e6115024b8869681a293ea761fea72a03abf3e
glass/4-204115-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,3d4a520122727b384d55738c254f33103e1eee73152f4c45893736089915eff9
glass/4-204119-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,2fbc4acd76fa931f8461c3370eeef3e417b1ea28da20eff7874d4b4e2177fc41
glass/4-204121-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,ad42b3c91dd21d4f3a8238290c20dac179e7a7674320dab7029c5b111116d1d1
glass/4-204123-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,a35fd2223acb65ae87ab1e3ad4c774e8cda44a5482b639f11b6aa0d8065b4a7a
glass/4-204777-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,872608ee9201b147b13b9cdc871558b39368bd09d3eb7dc469544866e414c0f8
glass/4-204777-B-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,98b930c2e4028e80749d82616ccba7640e58650a9ccf7770a77f814e3b2dcd24
glass/4-204777-C-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,88bbd7af8f04d1b46f9e0c13a304223efea777c1dd908564b8eff73b9774477b
glass/4-212698-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,4491d08becad3c0074b46fbe25eeb7536a458036ecd5eed77f5709ed77313ef8
glass/5-221528-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,f4796e4ec53c1dee2257365e58ff5ab75cf37d9a813f07b681927e85ee472cde
glass/5-221529-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,3863f5097117a5eebbb75ca1a9eddd13fb2cd735542313fe5aa88c940db6a758
glass/5-233605-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,ae86e74bf03c69cb2c2962b7327b5524dda7d531e553b9fab91a375de5299bff
glass/5-233607-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,c2988d2ecd448a3e27bc80a248355a5d3bb85c769ec25f37fda4b9ec990c94dc
glass/5-257642-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,a93747921a23b090d444c7ecc57adace2d856abbe18c038bd52773a57512613b
glass/5-260432-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,e1da0f73ebaca89112dfd6aff25d154c08961aab7eeea5ed033223d6cabfaef0
glass/5-260433-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,04a46ed54d5159b4afa7015d9799901a2806f3012507fa6bc923e23124efcdfc
glass/5-260434-A-39.wav,legacy-local-raw-unverified,glass,UNVERIFIED,false,false,unassigned,5.000,92d7ac3de371429d81338c1233cadfbcfb3873253c005f2f6aa4be7dce8a014e
gunshot/102305-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.610,95c157ec8801ab5a01e38c560592f98303769971425ccc0396841010c9ff67ab
gunshot/106955-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.150,7f6e69bc296db4d3e32afffd99c07f15f2345602c48d7ec9fe423b3b3ddf7c30
gunshot/110622-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.500,d81d3dc2e0c0aafd334c82539d693975391b98a59989b0aa5b76db9dcfea266f
gunshot/111048-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.310,4489c1224fa2524c50ea339e412dcac3a07862d87e69abacdca435e4bba2c44d
gunshot/122690-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,3.146,d9b93ce68b6c1a87f8e06357c38a4f03e784f5d6ed4e3fdf183a6487ae81ff20
gunshot/131571-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.900,740df41666010d89b35a917664edd447a8ac94b648559a14291e8bac68539779
gunshot/133797-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.408,e33f3d375f905168adabfb59275c42e5abfdfb363786c3b314885b8008aff523
gunshot/133797-6-1-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.950,eb0d292bd15e19d39021613d2da106c76870fe05d870c46affe1639731263cea
gunshot/133797-6-2-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.769,0175b772784095bc876891ac3eddea9d70385b325939d48cb9f66f8037c8640c
gunshot/135526-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.475,90d533059136806ffb487d39535211a2b496ae28e1265ba6ae2de011430e95e7
gunshot/135526-6-1-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.450,d7e367bccd10fd709d0d9ac6b04075954d2f71769cdbb6ae17b980f339de4df8
gunshot/135526-6-10-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.610,1820f28c98e5abb2c22a2c3cb7828f7f1e62954f3182bb4b61036a2e0de149b6
gunshot/135526-6-11-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.390,8ef34fac6c341313ac8613caaaf823702f8c56db89434f79cc99650426350e55
gunshot/135526-6-12-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.680,e090915ef44fd63c26fdfbcc60d6f5f5e2b1c6db184bf9f200ebdbcfbd991d09
gunshot/135526-6-13-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,0.556,a2d83d3e8b77ece3acd19987d7d402a5ce48567ba5a99525db585c86bad7c74b
gunshot/135526-6-2-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.588,db8335dc90c03ae7569a6e0526efc55215853ca6c6e520d93b56dd54822d88b3
gunshot/135526-6-3-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.520,3a0eafd101405bacef40b54264f77e4417b84a707ae04fbaa231ebf94886bc61
gunshot/135526-6-4-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.790,54fa2ead3e63bd1c7c3b32d504d8ef662ccd4992f4711397208adc6abae006f5
gunshot/135526-6-5-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.298,1258ae4e4f88a77702c2ce0cad5ad48ec24b1ae51e00f9579f2c702da1cb2d09
gunshot/135526-6-6-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.200,d63965a63c736bbc0fea150084cd1b0a3af6c7be52c58a39618b4c6cd31e60d2
gunshot/135526-6-7-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.056,33deb881cd032471d34fa50c33f0f7b9f6aadf401f289c10b7090c6abd2def0a
gunshot/135526-6-8-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.860,589b037380cb48960b3a9df6efc9d21e4ce5cd59981759d8cebfc250c9aab0d5
gunshot/135526-6-9-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.980,a003caa3fbb12fd0f83ff4a099a6ee0c4daa2da76d035728c7f3c74a766c1ff0
gunshot/135527-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.280,90d6d94caa3dd0c4ae268df7242c22dce058a9fef89898b7b9f0d9310788f9f8
gunshot/135527-6-1-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,3.230,2724d537586cde786aa0c077812f1e70d0db6836bd3394a6625d5ca81ee9fed9
gunshot/135527-6-10-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,0.850,978d31e1b11bdae29c286fc3576889ae585c4dfe09d97d0c98ac6d7497544094
gunshot/135527-6-11-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.890,3132f0b435238e8ee5f45a3d30e6ad196d49c3d64b973dbd2c4f35c174ef26a2
gunshot/135527-6-12-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.950,bed5e21beb36e62a78646a1c263333c4d4c3413ecbb7654a038bd25c602637e5
gunshot/135527-6-13-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.707,6fc343ad88cb634a279d65ce8fbc093c6d3075d259f3403c44c78aaa2564a281
gunshot/135527-6-14-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,882d5c370bc064be713c9a31bfa25482a2a512b18f42e8a8fd32386be98a821b
gunshot/135527-6-14-1.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,3751c7cbf23b12265e708685a63f3b77c7a80612eda3232ab30c1b43a2513d4b
gunshot/135527-6-14-10.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,775a18b1bde0d077e1f0adb941317be2b66a680e25fdac0a56a892dc11badee4
gunshot/135527-6-14-2.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,e04b09583953458f78a5accf7adeaed2c32073ff59f2b9721d2ffc16f3d46cad
gunshot/135527-6-14-3.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,1d6f38bdafcebbca8d45458f99a80986c8c381bce6a85a4c3d1a07c459e97967
gunshot/135527-6-14-4.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,9a2673775b6522fc565adf6aa7f010b44cad70cfd6410f65c87c83bfd0159d18
gunshot/135527-6-14-5.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,217e25b80337ff46e5f55c3dff26d4991c0856deb1db6d7e60b3e04f34a80e9c
gunshot/135527-6-14-6.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,6039ace5161c83671b2cf5aff06df23c5c29c241dcf8e4d5e714a4f36992519d
gunshot/135527-6-14-7.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,3fff496fbd4fca0e76ff3d3a0972d09f61130e82646f0641803a1b2cb53206c1
gunshot/135527-6-14-8.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,6abe3e1c7c80a98385f1ffeb1a78452bdbdf7b62c1d1296330027a6ff5b6ac28
gunshot/135527-6-14-9.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,c315159de491a81bc12167a8c7d6f37dfb919fda1811b0f736831dea8fa73d3f
gunshot/135527-6-2-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.130,a7c618925515ff758a689f272b6a4cc10b334b7fd510e0f6a710be7f9941c241
gunshot/135527-6-3-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.280,03965e9ddac252f9dafec57cb8ac645f75d7d8564f6411edf498a29bab9d93f0
gunshot/135527-6-4-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.190,caa7f3f253f3af701ac09d703ce84e033c76fe9953fa469eb269b48264d4f73e
gunshot/135527-6-5-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.256,0ad196e95b74ed5cee0fa9d01b5ee7c26e33790d95719aea215f7e09efefedd2
gunshot/135527-6-6-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.439,061424b44f7a7f6e03cd2fe6be42fdec3688388db213048b808a721add8e0669
gunshot/135527-6-7-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.378,c2f581ca8e3989884c5e443969c348734a5fc509096a0928b50252d98168eefc
gunshot/135527-6-8-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.829,ef142a53de1568e4c1c41d3e2c1b94964e47589deafbeeadc1c97c774ea02263
gunshot/135527-6-9-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.070,368e62cd4d80b68384dcb979c719f4ff414cb6446fa24ea5b3f5cbdd2272f405
gunshot/135528-6-0-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.450,54359fd5c15666c56e439f82a548f3980c1dae527c76662d1cffd6a62e6f876f
gunshot/135528-6-1-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.175,0c2aff1fecde0e8abe166587d78b40d31a62cb9b54f9fb5a97a413eacc7e576f
gunshot/135528-6-10-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.119,2690c37e4d39a547718ac12e8c9d5b3e2766d47f0f2f180a2c3714cb4cb79388
gunshot/135528-6-11-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,1.840,c97adc8a337594a7d4e8bf445707b53c9255cc3d2bcaac04d459020a53e37016
gunshot/135528-6-12-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,2.340,f7a04a1189b66238c06057df0b41ae0c4bb8576db8c0945456eb8265c4ad540a
gunshot/135528-6-2-0.wav,legacy-local-raw-unverified,gunshot,UNVERIFIED,false,false,unassigned,4.000,ee53f91d772d8333fd6c749bf03aae2e9324bf755d2e858bd94b541443342d13
